,identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode,user_type,OS,ratioBuySell
51,-6589093921826008799,user,Etats-Unis,en,3,9,1,0,0,0.0,14,1,M,1,mr,False,False,False,True,26,3205,106.83,8.9,us,exclusive_buyer,Browser,inf
85,-937288556484695351,user,Suède,en,5,8,0,0,0,0.0,107,1,M,1,mr,False,False,False,True,543,3205,106.83,8.9,se,exclusive_buyer,Browser,inf
95,7144186809315241123,user,Canada,en,4,10,1,0,0,0.0,7,1,F,2,mrs,True,True,False,True,208,3205,106.83,8.9,ca,exclusive_buyer,Android,inf
102,4994268169579335625,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,2,F,2,mrs,False,False,False,True,27,3205,106.83,8.9,gb,exclusive_buyer,Browser,inf
114,4907046938384800140,user,Etats-Unis,en,28,29,0,0,0,0.0,4,6,M,1,mr,True,False,True,False,15,3205,106.83,8.9,us,exclusive_buyer,iOS,inf
215,28887257354410673,user,Allemagne,de,5,8,3,0,0,0.0,0,5,F,2,mrs,True,False,True,True,338,3205,106.83,8.9,de,exclusive_buyer,iOS,inf
282,-6445120475856085951,user,Japon,en,3,8,12,0,0,0.0,1,1,M,1,mr,False,False,False,True,29,3205,106.83,8.9,jp,exclusive_buyer,Browser,inf
317,-2217321123144819839,user,Danemark,en,7,8,0,0,0,0.0,0,2,M,1,mr,True,True,False,True,50,3205,106.83,8.9,dk,exclusive_buyer,Android,inf
457,-3356567001830581051,user,Etats-Unis,en,4,9,0,0,0,0.0,143,5,M,1,mr,False,False,False,True,151,3205,106.83,8.9,us,exclusive_buyer,Browser,inf
481,845308073762487992,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,1,M,1,mr,True,False,True,True,180,3205,106.83,8.9,gb,exclusive_buyer,iOS,inf
552,2703212675124888909,user,Etats-Unis,en,4,8,0,0,0,0.0,0,1,F,2,mrs,True,False,True,True,106,3205,106.83,8.9,us,exclusive_buyer,iOS,inf
580,-4813911691583763556,user,Etats-Unis,en,3,8,1,0,0,0.0,0,1,F,2,mrs,False,False,False,True,142,3205,106.83,8.9,us,exclusive_buyer,Browser,inf
590,-571732967832052970,user,Australie,en,5,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,701,3205,106.83,8.9,au,exclusive_buyer,Browser,inf
615,5991235367425287380,user,Etats-Unis,en,3,8,20,0,0,0.0,22,2,F,2,mrs,True,False,True,True,139,3205,106.83,8.9,us,exclusive_buyer,iOS,inf
642,825235030229224759,user,Canada,en,4,7,89,0,0,0.0,1,1,M,1,mr,True,False,True,False,11,3205,106.83,8.9,ca,exclusive_buyer,iOS,inf
659,-2432602121601886920,user,Etats-Unis,en,3,9,39,0,0,0.0,1,1,F,2,mrs,True,True,False,True,350,3205,106.83,8.9,us,exclusive_buyer,Android,inf
744,-4993176745446013408,user,France,fr,3,8,1,0,0,0.0,0,1,F,2,mrs,False,False,False,True,705,3205,106.83,8.9,fr,exclusive_buyer,Browser,inf
752,-1330994445674214295,user,France,fr,4,8,0,0,0,0.0,2,1,M,1,mr,False,False,False,True,14,3205,106.83,8.9,fr,exclusive_buyer,Browser,inf
767,-8649960703894253678,user,Etats-Unis,en,6,8,7,0,0,0.0,1,2,M,1,mr,False,False,False,True,616,3205,106.83,8.9,us,exclusive_buyer,Browser,inf
780,4318649271761029426,user,Etats-Unis,en,4,9,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,274,3205,106.83,8.9,us,exclusive_buyer,Browser,inf
786,8680979662237234828,user,Suède,en,3,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,214,3205,106.83,8.9,se,exclusive_buyer,Browser,inf
833,-3061805428369391730,user,France,fr,4,8,0,0,0,0.0,1,1,M,1,mr,False,False,False,True,709,3205,106.83,8.9,fr,exclusive_buyer,Browser,inf
844,-8278926857480047759,user,Japon,en,8,10,5,2,0,0.0,23,4,F,3,miss,False,False,False,True,41,3205,106.83,8.9,jp,exclusive_buyer,Browser,inf
848,-3448316972307198735,user,Etats-Unis,en,4,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,624,3205,106.83,8.9,us,exclusive_buyer,Browser,inf
951,-6847461697141706612,user,Danemark,en,4,8,1,0,0,0.0,0,2,M,1,mr,False,False,False,True,231,3205,106.83,8.9,dk,exclusive_buyer,Browser,inf
963,-1564907195409985746,user,France,fr,4,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,201,3205,106.83,8.9,fr,exclusive_buyer,Browser,inf
1002,5892072974532822089,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,1,F,2,mrs,False,False,False,True,708,3204,106.8,8.9,gb,exclusive_buyer,Browser,inf
1033,4584325323040786453,user,Allemagne,de,3,8,0,0,0,0.0,0,2,M,1,mr,False,False,False,True,678,3204,106.8,8.9,de,exclusive_buyer,Browser,inf
1036,5148698454099595301,user,France,fr,4,13,1,0,0,0.0,18,2,M,1,mr,False,False,False,True,29,3204,106.8,8.9,fr,exclusive_buyer,Browser,inf
1059,-8968311031769049838,user,Etats-Unis,en,3,9,0,0,0,0.0,4,2,F,2,mrs,False,False,False,True,59,3204,106.8,8.9,us,exclusive_buyer,Browser,inf
1072,-4314360794391024259,user,Royaume-Uni,en,3,9,21,0,0,0.0,1,1,F,2,mrs,True,True,False,True,82,3204,106.8,8.9,gb,exclusive_buyer,Android,inf
1086,895476009708296618,user,France,fr,5,8,2,0,0,0.0,3,1,M,1,mr,False,False,False,True,707,3204,106.8,8.9,fr,exclusive_buyer,Browser,inf
1107,7574398628590456557,user,France,fr,3,11,4,0,0,0.0,0,1,F,2,mrs,True,True,False,True,152,3204,106.8,8.9,fr,exclusive_buyer,Android,inf
1121,-7293223444640948349,user,Etats-Unis,en,5,9,6,0,0,0.0,1,4,F,2,mrs,True,True,False,True,479,3204,106.8,8.9,us,exclusive_buyer,Android,inf
1130,7017851628629500987,user,Allemagne,de,5,8,26,0,0,0.0,0,5,F,2,mrs,True,False,True,False,15,3204,106.8,8.9,de,exclusive_buyer,iOS,inf
1139,8312182264680759272,user,France,fr,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,654,3204,106.8,8.9,fr,exclusive_buyer,Browser,inf
1146,6508181522606314311,user,Canada,en,24,9,2,0,0,0.0,1,1,M,1,mr,True,False,True,False,107,3204,106.8,8.9,ca,exclusive_buyer,iOS,inf
1151,-1033316062268831324,user,Pologne,en,4,8,46,0,0,0.0,122,2,F,2,mrs,False,False,False,True,11,3204,106.8,8.9,pl,exclusive_buyer,Browser,inf
1156,6090833032015557442,user,Royaume-Uni,fr,3,8,0,0,0,0.0,1,1,F,2,mrs,False,False,False,True,84,3204,106.8,8.9,gb,exclusive_buyer,Browser,inf
1202,8082874228937286214,user,France,fr,5,9,475,0,0,0.0,9,9,F,3,miss,True,True,False,True,11,3204,106.8,8.9,fr,exclusive_buyer,Android,inf
1220,-9002892067611103962,user,Royaume-Uni,en,4,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,671,3204,106.8,8.9,gb,exclusive_buyer,Browser,inf
1253,2521526891612188538,user,France,fr,4,8,1,0,0,0.0,19,2,M,1,mr,True,True,False,True,105,3204,106.8,8.9,fr,exclusive_buyer,Android,inf
1275,-2778145822104625816,user,Allemagne,de,4,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,708,3204,106.8,8.9,de,exclusive_buyer,Browser,inf
1282,-2988030393153303183,user,Etats-Unis,en,3,8,61,0,0,0.0,11,1,F,2,mrs,False,False,False,True,13,3204,106.8,8.9,us,exclusive_buyer,Browser,inf
1294,-2000768263949694506,user,Etats-Unis,en,3,8,1,0,0,0.0,0,1,F,2,mrs,False,False,False,True,707,3204,106.8,8.9,us,exclusive_buyer,Browser,inf
1319,4003842878339620525,user,Etats-Unis,en,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,708,3204,106.8,8.9,us,exclusive_buyer,Browser,inf
1352,4653870520004025340,user,Allemagne,de,3,8,124,0,0,0.0,4,4,F,2,mrs,True,False,True,True,14,3204,106.8,8.9,de,exclusive_buyer,iOS,inf
1385,1297792564958357768,user,Italie,it,3,11,3,1,0,0.0,6,2,F,2,mrs,False,False,False,True,81,3204,106.8,8.9,it,exclusive_buyer,Browser,inf
1416,-8813284011490521567,user,France,fr,3,8,0,0,0,0.0,0,1,F,2,mrs,True,False,True,True,651,3204,106.8,8.9,fr,exclusive_buyer,iOS,inf
1462,-136574230768645026,user,Australie,en,4,8,3,0,0,0.0,1,1,M,1,mr,False,False,False,True,628,3204,106.8,8.9,au,exclusive_buyer,Browser,inf
1465,-6859645818144826679,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,548,3204,106.8,8.9,gb,exclusive_buyer,Browser,inf
1542,7100011967657851797,user,Italie,it,28,133,1513,0,0,0.0,349,9,F,2,mrs,True,False,True,True,13,3203,106.77,8.9,it,exclusive_buyer,iOS,inf
1559,-944684761558559132,user,Allemagne,de,23,4,32,0,0,0.0,15,1,M,1,mr,True,False,True,False,65,3203,106.77,8.9,de,exclusive_buyer,iOS,inf
1615,1498789053995996013,user,Royaume-Uni,en,37,36,428,0,0,0.0,31,1,F,2,mrs,True,False,True,True,83,3203,106.77,8.9,gb,exclusive_buyer,iOS,inf
1616,-8660698634179575345,user,Royaume-Uni,en,4,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,gb,exclusive_buyer,Browser,inf
1653,-8345123868162678337,user,Italie,it,3,8,9,0,0,0.0,0,1,M,1,mr,True,False,True,True,522,3203,106.77,8.9,it,exclusive_buyer,iOS,inf
1665,7030916627728444153,user,Espagne,es,13,9,404,0,0,0.0,9,2,F,2,mrs,True,False,True,True,31,3203,106.77,8.9,es,exclusive_buyer,iOS,inf
1748,-2358469564015708276,user,Australie,en,31,8,7,0,0,0.0,1,3,F,2,mrs,True,False,True,False,279,3203,106.77,8.9,au,exclusive_buyer,iOS,inf
1774,633136845025863023,user,Autriche,en,9,5,6,1,0,0.0,19,10,F,2,mrs,False,False,False,False,53,3203,106.77,8.9,at,exclusive_buyer,Browser,inf
1789,5876957291274047466,user,Etats-Unis,en,11,15,134,0,0,0.0,9,1,F,2,mrs,False,False,False,True,21,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
1804,3447738162438041864,user,Etats-Unis,en,4,10,2,0,0,0.0,6,1,F,2,mrs,False,False,False,True,234,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
1810,-2391078057045847346,user,Etats-Unis,en,4,8,70,0,0,0.0,0,1,F,2,mrs,False,False,False,True,40,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
1903,-4070129767521325560,user,Espagne,es,7,27,218,0,0,0.0,55,6,F,2,mrs,False,False,False,False,12,3203,106.77,8.9,es,exclusive_buyer,Browser,inf
1921,8986026145079436938,user,France,fr,3,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,692,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
1935,-299610527952763294,user,Etats-Unis,en,3,8,0,0,0,0.0,1,1,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
1939,-2504683786178594608,user,Etats-Unis,en,9,9,21,0,0,0.0,2,2,F,2,mrs,True,False,True,True,395,3203,106.77,8.9,us,exclusive_buyer,iOS,inf
1949,-5142429189201469447,user,Australie,en,7,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,707,3203,106.77,8.9,au,exclusive_buyer,Browser,inf
1965,4016667189638204118,user,Italie,it,5,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,it,exclusive_buyer,Browser,inf
1970,2166239833115008589,user,Canada,en,4,8,0,0,0,0.0,0,5,F,2,mrs,False,False,False,True,30,3203,106.77,8.9,ca,exclusive_buyer,Browser,inf
2034,-3053303772385128703,user,Etats-Unis,en,5,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,607,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
2097,-4894587609393706756,user,Espagne,es,5,8,1,0,0,0.0,0,1,M,1,mr,False,False,False,True,690,3203,106.77,8.9,es,exclusive_buyer,Browser,inf
2172,-5691551852082464067,user,Etats-Unis,en,3,8,8,0,0,0.0,0,1,F,2,mrs,False,False,False,True,521,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
2173,6659700715346366604,user,Australie,en,5,8,0,0,0,0.0,1,1,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,au,exclusive_buyer,Browser,inf
2175,-5809349387535965507,user,Etats-Unis,en,5,8,0,0,0,0.0,0,19,F,2,mrs,True,False,True,True,652,3203,106.77,8.9,us,exclusive_buyer,iOS,inf
2200,-4371026861499524882,user,Etats-Unis,en,18,17,1290,0,0,0.0,33,1,F,2,mrs,True,True,False,True,16,3203,106.77,8.9,us,exclusive_buyer,Android,inf
2244,-1132304166078066787,user,Etats-Unis,en,11,8,49,0,0,0.0,0,36,F,2,mrs,True,False,True,True,11,3203,106.77,8.9,us,exclusive_buyer,iOS,inf
2281,1865499488485011742,user,Etats-Unis,en,3,8,1,0,0,0.0,3,2,F,2,mrs,False,False,False,True,68,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
2287,2571221138577850380,user,Etats-Unis,en,3,8,2,0,0,0.0,6,1,F,2,mrs,False,False,False,True,171,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
2295,-2889613796068044799,user,Australie,en,4,8,5,0,0,0.0,3,1,M,1,mr,True,True,True,True,646,3203,106.77,8.9,au,exclusive_buyer,Both Apps,inf
2297,6139024449788318847,user,Hong Kong,en,10,24,134,0,0,0.0,251,1,M,1,mr,True,False,True,True,356,3203,106.77,8.9,hk,exclusive_buyer,iOS,inf
2317,-4565247127418042989,user,France,fr,3,8,1,0,0,0.0,0,1,F,2,mrs,True,True,False,True,553,3203,106.77,8.9,fr,exclusive_buyer,Android,inf
2364,6021230230116814136,user,Hong Kong,en,3,8,22,0,0,0.0,19,1,F,2,mrs,False,False,False,True,224,3203,106.77,8.9,hk,exclusive_buyer,Browser,inf
2373,5408600456991141505,user,France,fr,4,10,1,0,0,0.0,1,5,F,2,mrs,False,False,False,True,60,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
2489,566880119188017773,user,France,fr,4,8,0,0,0,0.0,1,1,F,2,mrs,False,False,False,True,314,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
2495,7385716995899924965,user,Finlande,en,5,8,2,0,0,0.0,0,13,F,2,mrs,False,False,False,True,544,3203,106.77,8.9,fi,exclusive_buyer,Browser,inf
2497,-3640886151357477614,user,Suède,en,3,8,33,0,0,0.0,7,4,F,2,mrs,False,False,False,True,17,3203,106.77,8.9,se,exclusive_buyer,Browser,inf
2505,-7809802760131214171,user,Allemagne,de,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,690,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
2517,6747514616449830788,user,France,fr,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
2560,3896143804731843916,user,France,fr,4,1,0,0,0,0.0,120,3,M,1,mr,True,False,True,True,607,3203,106.77,8.9,fr,exclusive_buyer,iOS,inf
2567,-1861039017801706757,user,Italie,it,3,8,35,0,0,0.0,12,2,F,2,mrs,True,False,True,False,12,3203,106.77,8.9,it,exclusive_buyer,iOS,inf
2605,6300378586048908500,user,Allemagne,de,3,8,11,0,0,0.0,2,4,F,2,mrs,False,False,False,True,102,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
2612,-5413924491222373885,user,Italie,en,6,8,1,0,0,0.0,4,1,M,1,mr,False,False,False,True,683,3203,106.77,8.9,it,exclusive_buyer,Browser,inf
2623,2320546337133057372,user,Finlande,en,5,8,40,0,0,0.0,0,1,F,2,mrs,True,False,True,True,13,3203,106.77,8.9,fi,exclusive_buyer,iOS,inf
2715,384265690805499722,user,Allemagne,de,3,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,707,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
2729,2616019173448774048,user,Espagne,es,7,8,0,0,0,0.0,0,2,F,2,mrs,False,False,False,True,473,3203,106.77,8.9,es,exclusive_buyer,Browser,inf
2768,-1501674929203834528,user,France,fr,5,8,8,0,0,0.0,179,27,F,2,mrs,True,False,True,True,11,3203,106.77,8.9,fr,exclusive_buyer,iOS,inf
2832,6035032244780995920,user,France,fr,6,13,7,0,0,0.0,5,5,F,2,mrs,False,False,False,False,11,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
2852,-4486490026843445802,user,France,fr,3,8,0,1,0,0.0,4,1,F,2,mrs,False,False,False,False,21,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
2859,2287311014999550830,user,Pologne,en,3,8,0,0,0,0.0,0,2,F,2,mrs,False,False,False,True,28,3203,106.77,8.9,pl,exclusive_buyer,Browser,inf
2862,-4826582933673458347,user,Etats-Unis,en,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,144,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
2863,4466764868663430670,user,Etats-Unis,en,3,9,7,0,0,0.0,0,1,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
2897,5989298677667300685,user,France,en,3,8,0,0,0,0.0,0,3,F,2,mrs,True,False,True,True,16,3203,106.77,8.9,fr,exclusive_buyer,iOS,inf
2902,-6946878311592898903,user,Allemagne,de,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,475,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
2910,-5351498634440328767,user,Royaume-Uni,en,3,8,26,0,0,0.0,10,1,M,1,mr,True,False,True,True,22,3203,106.77,8.9,gb,exclusive_buyer,iOS,inf
2912,-2149002669104511223,user,Allemagne,de,3,8,97,0,0,0.0,8,5,M,1,mr,True,False,True,True,28,3203,106.77,8.9,de,exclusive_buyer,iOS,inf
2921,4966292116938976177,user,Allemagne,de,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
2953,-1841165105924660646,user,Espagne,es,5,9,0,0,0,0.0,0,1,M,1,mr,True,True,False,False,57,3203,106.77,8.9,es,exclusive_buyer,Android,inf
2957,-8252326390538351442,user,Allemagne,de,22,8,8,0,0,0.0,1,1,F,2,mrs,True,False,True,False,625,3203,106.77,8.9,de,exclusive_buyer,iOS,inf
2991,3405110986882225792,user,France,fr,3,8,2,0,0,0.0,0,2,F,2,mrs,False,False,False,True,155,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
2994,921019560929538234,user,Chine,en,5,8,16,0,0,0.0,1,3,F,2,mrs,True,False,True,True,22,3203,106.77,8.9,cn,exclusive_buyer,iOS,inf
3001,6410675337171918079,user,France,en,4,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,671,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
3003,2487242636849088563,user,Italie,it,5,8,0,0,0,0.0,0,3,M,1,mr,False,False,False,True,184,3203,106.77,8.9,it,exclusive_buyer,Browser,inf
3007,-2638403037166848819,user,Norvège,en,3,8,1,0,0,0.0,0,1,F,2,mrs,False,False,False,True,46,3203,106.77,8.9,no,exclusive_buyer,Browser,inf
3010,6974696281777033224,user,Suisse,de,4,9,145,0,0,0.0,165,3,F,2,mrs,False,False,False,True,14,3203,106.77,8.9,ch,exclusive_buyer,Browser,inf
3063,-1116465957517673954,user,Royaume-Uni,en,3,8,0,0,0,0.0,2,2,F,2,mrs,False,False,False,True,692,3203,106.77,8.9,gb,exclusive_buyer,Browser,inf
3064,-8953534161063049591,user,Australie,en,5,8,0,0,0,0.0,0,2,M,1,mr,True,False,True,True,685,3203,106.77,8.9,au,exclusive_buyer,iOS,inf
3079,7675388989675261743,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,677,3203,106.77,8.9,gb,exclusive_buyer,Browser,inf
3098,7791088816658442031,user,Irlande,en,3,9,35,0,0,0.0,40,4,M,1,mr,True,False,True,True,11,3203,106.77,8.9,ie,exclusive_buyer,iOS,inf
3113,-8527702421136447505,user,France,fr,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,218,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
3115,3826623623139073862,user,Italie,it,5,8,12,0,0,0.0,69,13,F,2,mrs,True,True,False,True,19,3203,106.77,8.9,it,exclusive_buyer,Android,inf
3119,8087266340705748541,user,Pays-Bas,en,4,8,21,0,0,0.0,1,2,F,2,mrs,True,False,True,True,169,3203,106.77,8.9,nl,exclusive_buyer,iOS,inf
3124,-4360471958110585833,user,Espagne,es,5,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,595,3203,106.77,8.9,es,exclusive_buyer,Browser,inf
3129,1413949876536870643,user,Etats-Unis,en,3,8,0,0,0,0.0,0,1,F,2,mrs,True,False,True,False,666,3203,106.77,8.9,us,exclusive_buyer,iOS,inf
3140,-5516114370006879404,user,France,fr,3,8,39,0,0,0.0,1,1,M,1,mr,True,False,True,True,449,3203,106.77,8.9,fr,exclusive_buyer,iOS,inf
3160,6314097349011509345,user,Belgique,en,7,8,1,0,0,0.0,5,1,F,2,mrs,True,False,True,True,657,3203,106.77,8.9,be,exclusive_buyer,iOS,inf
3195,1605590710746301642,user,Royaume-Uni,en,3,9,24,0,0,0.0,1,1,F,2,mrs,True,False,True,True,118,3203,106.77,8.9,gb,exclusive_buyer,iOS,inf
3201,-2682364862920605839,user,Royaume-Uni,en,4,8,0,0,0,0.0,0,2,M,1,mr,False,False,False,True,544,3203,106.77,8.9,gb,exclusive_buyer,Browser,inf
3214,8224946874500323523,user,Allemagne,de,3,9,1,0,0,0.0,10,1,F,2,mrs,False,False,False,True,115,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
3254,-7040092900025614280,user,France,fr,5,8,4,0,0,0.0,0,2,M,1,mr,False,False,False,True,337,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
3263,-6577353176547634050,user,Espagne,es,5,8,0,0,0,0.0,0,2,M,1,mr,False,False,False,True,536,3203,106.77,8.9,es,exclusive_buyer,Browser,inf
3280,2951214095730393429,user,France,fr,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,690,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
3299,-820181254836780979,user,Italie,it,5,8,0,0,0,0.0,1,4,F,2,mrs,False,False,False,True,693,3203,106.77,8.9,it,exclusive_buyer,Browser,inf
3306,-2104588729688851208,user,Allemagne,de,6,9,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,707,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
3340,-8275255915366729495,user,Allemagne,de,4,8,0,0,0,0.0,2,1,M,1,mr,False,False,False,True,49,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
3353,-5426974072783132198,user,France,fr,3,8,6,0,0,0.0,0,1,F,2,mrs,False,False,False,True,28,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
3368,2456369923018357776,user,Danemark,en,6,8,11,0,0,0.0,2,2,M,1,mr,True,False,True,True,17,3203,106.77,8.9,dk,exclusive_buyer,iOS,inf
3382,7700159049791007233,user,Espagne,es,3,8,9,0,0,0.0,2,4,M,1,mr,True,True,False,True,13,3203,106.77,8.9,es,exclusive_buyer,Android,inf
3403,-4667713178687553984,user,Allemagne,de,7,6,413,0,0,0.0,1,4,F,2,mrs,True,False,True,True,11,3203,106.77,8.9,de,exclusive_buyer,iOS,inf
3411,-3661930579962298003,user,France,fr,4,8,0,0,0,0.0,9,1,F,2,mrs,False,False,False,True,16,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
3414,5493347036401379613,user,Royaume-Uni,en,4,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,699,3203,106.77,8.9,gb,exclusive_buyer,Browser,inf
3418,4471472604665737544,user,Australie,en,8,8,29,0,0,0.0,55,13,F,2,mrs,True,False,True,True,410,3203,106.77,8.9,au,exclusive_buyer,iOS,inf
3422,-7627193547646966273,user,Etats-Unis,en,5,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,706,3203,106.77,8.9,us,exclusive_buyer,Browser,inf
3432,-3937791674677169529,user,Suède,en,3,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,222,3203,106.77,8.9,se,exclusive_buyer,Browser,inf
3445,-3616131459535922882,user,Royaume-Uni,en,5,8,8,0,0,0.0,13,2,M,1,mr,False,False,False,True,22,3203,106.77,8.9,gb,exclusive_buyer,Browser,inf
3453,7369530698572041596,user,Allemagne,de,5,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,705,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
3454,3361393589709002012,user,Allemagne,de,22,8,1,0,0,0.0,0,1,F,2,mrs,True,True,False,False,599,3203,106.77,8.9,de,exclusive_buyer,Android,inf
3490,79667837034198777,user,Allemagne,de,5,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,627,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
3503,5773859004009822120,user,Royaume-Uni,en,8,9,145,0,0,0.0,503,2,F,2,mrs,True,False,True,True,24,3203,106.77,8.9,gb,exclusive_buyer,iOS,inf
3504,5613388298255321951,user,Finlande,en,6,8,6,0,0,0.0,0,1,F,2,mrs,True,False,True,True,16,3203,106.77,8.9,fi,exclusive_buyer,iOS,inf
3531,-599316598591979743,user,France,fr,3,8,20,0,0,0.0,0,1,F,2,mrs,False,False,False,True,54,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
3533,7792589381794777661,user,Allemagne,de,3,9,31,0,0,0.0,5,2,F,2,mrs,False,False,False,True,159,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
3557,3168920108627614721,user,France,fr,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
3571,-9165655867373441892,user,Royaume-Uni,en,3,8,0,0,0,0.0,1,2,F,2,mrs,False,False,False,True,685,3203,106.77,8.9,gb,exclusive_buyer,Browser,inf
3603,-6866427974500031301,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,104,3203,106.77,8.9,gb,exclusive_buyer,Browser,inf
3617,-3754128733577746339,user,France,fr,3,8,2,0,0,0.0,38,2,F,2,mrs,False,False,False,False,11,3203,106.77,8.9,fr,exclusive_buyer,Browser,inf
3678,8458534240977421738,user,Allemagne,de,4,8,2,0,0,0.0,0,1,F,2,mrs,False,False,False,True,17,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
3704,7126589806994823566,user,Autriche,de,7,8,0,0,0,0.0,4,2,M,1,mr,True,False,True,True,543,3203,106.77,8.9,at,exclusive_buyer,iOS,inf
3723,3248659079696927955,user,Japon,en,6,8,0,0,0,0.0,0,1,M,1,mr,True,False,True,True,626,3203,106.77,8.9,jp,exclusive_buyer,iOS,inf
3765,-1996647839697752229,user,Italie,it,23,9,15,0,0,0.0,8,1,F,2,mrs,True,False,True,True,43,3203,106.77,8.9,it,exclusive_buyer,iOS,inf
3783,-1226881945121125609,user,Allemagne,de,5,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,707,3203,106.77,8.9,de,exclusive_buyer,Browser,inf
