,identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode,user_type,OS,ratioBuySell
6162,4288998831919046503,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,us,prospective_user,Browser,
6164,954539522056317226,user,Allemagne,de,3,0,4,0,0,0.0,0,0,M,1,mr,True,False,True,True,700,3203,106.77,8.9,de,prospective_user,iOS,
6165,5716057111403830928,user,France,fr,3,9,4,0,0,0.0,0,0,M,1,mr,True,False,True,True,583,3203,106.77,8.9,fr,prospective_user,iOS,
6172,-7223137024663523742,user,France,en,3,8,1,0,0,0.0,2,0,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,fr,prospective_user,Browser,
6176,2047487348129034962,user,Royaume-Uni,en,3,8,2,0,0,0.0,2,0,F,2,mrs,True,False,True,True,309,3203,106.77,8.9,gb,prospective_user,iOS,
6177,-6748566045505386744,user,Nouvelle Zélande,en,3,8,8,0,0,0.0,1,0,F,2,mrs,True,False,True,True,336,3203,106.77,8.9,nz,prospective_user,iOS,
6187,-6295274830192281343,user,Italie,it,3,8,0,0,0,0.0,5,0,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,it,prospective_user,Browser,
6189,1499586366530315477,user,Danemark,en,3,8,0,0,0,0.0,1,0,M,1,mr,True,False,True,True,700,3203,106.77,8.9,dk,prospective_user,iOS,
6191,1871741531064328072,user,Allemagne,de,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,361,3203,106.77,8.9,de,prospective_user,Browser,
6192,4829719026504193479,user,Etats-Unis,en,3,8,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,67,3203,106.77,8.9,us,prospective_user,Browser,
6215,-1405897969700322328,user,Etats-Unis,en,3,8,4,0,0,0.0,2,0,F,2,mrs,False,False,False,True,235,3203,106.77,8.9,us,prospective_user,Browser,
6225,6928109100177595324,user,France,fr,3,9,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,702,3203,106.77,8.9,fr,prospective_user,Browser,
6226,4258777518366040588,user,France,fr,3,9,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,205,3203,106.77,8.9,fr,prospective_user,iOS,
6266,9216621394592648489,user,Royaume-Uni,en,3,8,1,0,0,0.0,8,0,F,2,mrs,True,True,False,True,603,3203,106.77,8.9,gb,prospective_user,Android,
6268,-6990679290219210410,user,Royaume-Uni,en,3,8,7,0,0,0.0,8,0,F,2,mrs,True,False,True,False,21,3203,106.77,8.9,gb,prospective_user,iOS,
6280,3850677550079591284,user,Allemagne,de,3,8,8,0,0,0.0,0,0,F,2,mrs,True,False,True,True,707,3203,106.77,8.9,de,prospective_user,iOS,
6285,-8880105115952565339,user,Suède,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,595,3203,106.77,8.9,se,prospective_user,iOS,
6286,7887394097558410776,user,Royaume-Uni,en,3,8,7,0,0,0.0,1,0,F,2,mrs,True,False,True,True,16,3203,106.77,8.9,gb,prospective_user,iOS,
6293,-8385971462350938703,user,Espagne,es,6,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,290,3203,106.77,8.9,es,prospective_user,Android,
6298,4241125476122478570,user,Italie,it,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,it,prospective_user,Browser,
6307,7344265647780775143,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,True,True,False,True,176,3203,106.77,8.9,us,prospective_user,Android,
6316,-8289080523432278238,user,France,fr,9,9,21,0,0,0.0,7,0,F,2,mrs,True,False,True,True,15,3203,106.77,8.9,fr,prospective_user,iOS,
6317,5769936191785597532,user,Australie,en,3,8,10,0,0,0.0,0,0,F,2,mrs,True,False,True,True,707,3203,106.77,8.9,au,prospective_user,iOS,
6319,1785581830566811838,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,273,3203,106.77,8.9,gb,prospective_user,Browser,
6330,-2461368253135033555,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,707,3203,106.77,8.9,fr,prospective_user,Browser,
6332,2309176624425350949,user,Australie,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,67,3203,106.77,8.9,au,prospective_user,iOS,
6341,-5455326359331416112,user,Italie,it,3,8,0,0,0,0.0,1,0,M,1,mr,True,True,False,True,626,3203,106.77,8.9,it,prospective_user,Android,
6354,-2112741105430432122,user,Etats-Unis,en,3,8,2,1,0,0.0,0,0,M,1,mr,False,False,False,False,78,3203,106.77,8.9,us,prospective_user,Browser,
6361,-7657166379814932897,user,Etats-Unis,en,3,8,2,0,0,0.0,2,0,F,2,mrs,False,False,False,True,98,3203,106.77,8.9,us,prospective_user,Browser,
6388,-6266118830795961877,user,Royaume-Uni,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,96,3203,106.77,8.9,gb,prospective_user,iOS,
6389,-7546967756625740013,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,True,True,False,True,688,3203,106.77,8.9,us,prospective_user,Android,
6391,-13030493807166575,user,France,fr,21,4,2,2,0,0.0,2,0,F,3,miss,False,False,False,False,87,3203,106.77,8.9,fr,prospective_user,Browser,
6398,539119675485283542,user,Etats-Unis,en,3,8,1,0,0,0.0,2,0,M,1,mr,True,True,False,True,674,3203,106.77,8.9,us,prospective_user,Android,
6406,-7635609053033497267,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,56,3203,106.77,8.9,fr,prospective_user,Android,
6411,7635556604634304994,user,Espagne,es,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3203,106.77,8.9,es,prospective_user,Browser,
6421,48966898332338005,user,Italie,it,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,689,3202,106.73,8.89,it,prospective_user,Browser,
6432,-1739985968386870019,user,Espagne,es,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,442,3202,106.73,8.89,es,prospective_user,Android,
6439,-970351273699577064,user,Allemagne,de,3,8,9,0,0,0.0,13,0,F,2,mrs,True,False,True,True,419,3202,106.73,8.89,de,prospective_user,iOS,
6446,-6303441158344513804,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,367,3202,106.73,8.89,gb,prospective_user,Browser,
6448,-5505504604684135345,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,45,3202,106.73,8.89,us,prospective_user,Browser,
6453,-3673679055876712705,user,France,fr,3,8,4,0,0,0.0,0,0,M,1,mr,True,False,True,True,367,3202,106.73,8.89,fr,prospective_user,iOS,
6469,-1387123613864062648,user,Royaume-Uni,en,18,8,20,0,0,0.0,114,0,F,2,mrs,True,False,True,False,224,3202,106.73,8.89,gb,prospective_user,iOS,
6474,-7656355162505144760,user,Etats-Unis,en,3,9,14,5,0,0.0,0,0,F,2,mrs,True,False,True,False,12,3202,106.73,8.89,us,prospective_user,iOS,
6483,-4381747878278997826,user,Royaume-Uni,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,580,3202,106.73,8.89,gb,prospective_user,Browser,
6486,7317588895791684996,user,Pays-Bas,en,3,8,8,0,0,0.0,0,0,F,2,mrs,True,True,False,True,622,3202,106.73,8.89,nl,prospective_user,Android,
6502,-3646383683059790120,user,Espagne,es,3,10,34,0,0,0.0,0,0,M,1,mr,True,True,False,True,17,3202,106.73,8.89,es,prospective_user,Android,
6503,-673728573862006390,user,Etats-Unis,en,3,8,33,0,0,0.0,1,0,F,2,mrs,True,False,True,True,465,3202,106.73,8.89,us,prospective_user,iOS,
6514,-7639575697808800483,user,Suède,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,457,3202,106.73,8.89,se,prospective_user,Browser,
6515,872450121408393699,user,France,fr,3,8,7,0,0,0.0,0,0,F,2,mrs,True,False,True,True,642,3202,106.73,8.89,fr,prospective_user,iOS,
6518,7730323019807734814,user,Royaume-Uni,en,3,8,3,0,0,0.0,1,0,F,2,mrs,True,False,True,True,647,3202,106.73,8.89,gb,prospective_user,iOS,
6520,-2674962666844092281,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,306,3202,106.73,8.89,gb,prospective_user,Browser,
6528,-1006346474800135780,user,Pakistan,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,368,3202,106.73,8.89,pk,prospective_user,iOS,
6542,-1433829463585778073,user,France,fr,3,8,5,0,0,0.0,0,0,M,1,mr,True,True,False,True,664,3202,106.73,8.89,fr,prospective_user,Android,
6548,-7808645204577712724,user,France,fr,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,104,3202,106.73,8.89,fr,prospective_user,Browser,
6551,2727236048193917542,user,Etats-Unis,en,3,8,3,0,0,0.0,2,0,F,2,mrs,False,False,False,True,12,3202,106.73,8.89,us,prospective_user,Browser,
6552,-2645656745546424397,user,Etats-Unis,en,3,9,5,0,0,0.0,0,0,F,2,mrs,False,False,False,True,11,3202,106.73,8.89,us,prospective_user,Browser,
6555,-64387077188554674,user,Australie,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,670,3202,106.73,8.89,au,prospective_user,Browser,
6558,5481981451179517016,user,Anguilla,it,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,72,3202,106.73,8.89,ai,prospective_user,iOS,
6564,-2494660344447579038,user,France,fr,3,8,2,0,0,0.0,0,0,F,2,mrs,True,True,False,True,507,3202,106.73,8.89,fr,prospective_user,Android,
6566,6917866366046431227,user,Royaume-Uni,fr,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,gb,prospective_user,Browser,
6573,2481991056180782993,user,Royaume-Uni,en,4,9,45,0,0,0.0,3,0,F,2,mrs,True,False,True,True,70,3202,106.73,8.89,gb,prospective_user,iOS,
6576,-1306043611388543143,user,France,fr,3,8,5,0,0,0.0,0,0,F,3,miss,True,False,True,True,651,3202,106.73,8.89,fr,prospective_user,iOS,
6580,8116437576944137563,user,Espagne,es,5,8,0,1,0,0.0,0,0,F,2,mrs,True,True,False,True,704,3202,106.73,8.89,es,prospective_user,Android,
6585,8142667624362125109,user,Etats-Unis,en,11,11,0,0,0,0.0,2,0,F,2,mrs,True,False,True,True,363,3202,106.73,8.89,us,prospective_user,iOS,
6589,-8705561245703455288,user,France,fr,3,8,3,0,0,0.0,0,0,M,1,mr,True,False,True,True,399,3202,106.73,8.89,fr,prospective_user,iOS,
6614,6354222258144960501,user,France,fr,4,9,17,0,0,0.0,0,0,F,2,mrs,True,True,True,True,643,3202,106.73,8.89,fr,prospective_user,Both Apps,
6615,3091738443013192821,user,Allemagne,de,3,8,30,0,0,0.0,0,0,F,2,mrs,True,False,True,True,176,3202,106.73,8.89,de,prospective_user,iOS,
6622,-9000498200022736491,user,Royaume-Uni,en,3,8,13,0,0,0.0,0,0,F,2,mrs,False,False,False,True,182,3202,106.73,8.89,gb,prospective_user,Browser,
6641,1229709546867823918,user,Royaume-Uni,fr,4,8,5,0,0,0.0,0,0,F,2,mrs,True,False,True,True,651,3202,106.73,8.89,gb,prospective_user,iOS,
6643,-8200013365088694509,user,Etats-Unis,es,10,9,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,387,3202,106.73,8.89,us,prospective_user,Browser,
6644,-4206106136571295592,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,647,3202,106.73,8.89,us,prospective_user,iOS,
6650,-5920086491575090375,user,Allemagne,de,3,8,0,0,0,0.0,2,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,de,prospective_user,iOS,
6652,-1849661776380853395,user,Etats-Unis,fr,3,9,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,706,3202,106.73,8.89,us,prospective_user,Browser,
6655,-6750721150955327851,user,Canada,en,3,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,236,3202,106.73,8.89,ca,prospective_user,iOS,
6657,-3761664550354351548,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3202,106.73,8.89,fr,prospective_user,Browser,
6658,7393191177818162809,user,Canada,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,True,False,True,706,3202,106.73,8.89,ca,prospective_user,Android,
6661,-539649044231052635,user,Irlande,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,704,3202,106.73,8.89,ie,prospective_user,Browser,
6662,-3523569467852304807,user,Etats-Unis,en,4,8,7,0,0,0.0,0,0,F,2,mrs,False,False,False,True,175,3202,106.73,8.89,us,prospective_user,Browser,
6668,-251361292310681295,user,Allemagne,de,3,8,8,0,0,0.0,0,0,M,1,mr,True,False,True,True,626,3202,106.73,8.89,de,prospective_user,iOS,
6669,6513965909142557012,user,Canada,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,622,3202,106.73,8.89,ca,prospective_user,Browser,
6680,-5990963497298943491,user,France,fr,3,9,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,fr,prospective_user,iOS,
6693,4931074538610474359,user,France,fr,3,8,2,0,0,0.0,0,0,M,1,mr,True,False,True,True,377,3202,106.73,8.89,fr,prospective_user,iOS,
6696,-1322887360368310296,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,408,3202,106.73,8.89,us,prospective_user,Browser,
6714,-7601090208333381623,user,Italie,it,4,8,72,0,0,0.0,0,0,F,2,mrs,False,False,False,True,43,3202,106.73,8.89,it,prospective_user,Browser,
6715,838338640133983940,user,Italie,it,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,469,3202,106.73,8.89,it,prospective_user,iOS,
6718,8853960271699961690,user,France,fr,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,fr,prospective_user,Browser,
6722,1779752511877341234,user,France,fr,3,8,4,0,0,0.0,2,0,F,2,mrs,True,False,True,True,471,3202,106.73,8.89,fr,prospective_user,iOS,
6734,3919660123019855844,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,394,3202,106.73,8.89,gb,prospective_user,iOS,
6739,-5017409830203965378,user,France,fr,3,9,13,0,0,0.0,1,0,M,1,mr,False,False,False,True,195,3202,106.73,8.89,fr,prospective_user,Browser,
6741,8325904956101262483,user,Canada,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,ca,prospective_user,Browser,
6761,-633902260335115705,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,475,3202,106.73,8.89,fr,prospective_user,Browser,
6768,1054739080909834899,user,Etats-Unis,en,4,12,3,0,0,0.0,2,0,F,2,mrs,False,False,False,True,674,3202,106.73,8.89,us,prospective_user,Browser,
6778,-4352546035761321289,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us,prospective_user,Browser,
6781,-1696355021584147861,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,fr,prospective_user,Browser,
6784,-1791019711379356941,user,Royaume-Uni,en,6,9,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,217,3202,106.73,8.89,gb,prospective_user,Browser,
6788,6220673336923619193,user,Australie,en,3,9,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,670,3202,106.73,8.89,au,prospective_user,Browser,
6791,597158993130712508,user,Etats-Unis,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,True,False,True,706,3202,106.73,8.89,us,prospective_user,Android,
6793,-1722636585085956966,user,Italie,it,3,8,4,0,0,0.0,0,0,M,1,mr,True,False,True,True,656,3202,106.73,8.89,it,prospective_user,iOS,
6795,-5667433969157369596,user,Etats-Unis,en,3,8,11,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,us,prospective_user,iOS,
6796,-7269863684288224415,user,France,fr,3,8,10,0,0,0.0,26,0,M,1,mr,False,False,False,True,202,3202,106.73,8.89,fr,prospective_user,Browser,
6802,8860563650495916699,user,France,fr,3,8,3,0,0,0.0,0,0,M,1,mr,True,False,True,True,706,3202,106.73,8.89,fr,prospective_user,iOS,
6811,-8237016431650759481,user,Royaume-Uni,en,3,8,1,0,0,0.0,1,0,M,1,mr,False,False,False,True,700,3202,106.73,8.89,gb,prospective_user,Browser,
6812,5875140318358256461,user,Suède,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,633,3202,106.73,8.89,se,prospective_user,Android,
6814,-3626423291256548777,user,Portugal,en,3,8,0,2,0,0.0,1,0,F,3,miss,True,False,True,True,12,3202,106.73,8.89,pt,prospective_user,iOS,
6833,-5765447617741144953,user,Norvège,en,3,8,11,0,0,0.0,0,0,F,2,mrs,False,False,False,True,165,3202,106.73,8.89,no,prospective_user,Browser,
6836,-5633731962175205007,user,Canada,en,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,646,3202,106.73,8.89,ca,prospective_user,Browser,
6844,-791366908056912723,user,Etats-Unis,es,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,705,3202,106.73,8.89,us,prospective_user,Android,
6846,-3777653423127695251,user,Australie,en,5,10,17,0,0,0.0,0,0,F,2,mrs,True,False,True,True,219,3202,106.73,8.89,au,prospective_user,iOS,
6850,-1087458237470492047,user,France,fr,3,8,12,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,fr,prospective_user,iOS,
6853,-8446169601650166990,user,Etats-Unis,en,14,17,5,0,0,0.0,0,0,F,2,mrs,True,False,True,True,459,3202,106.73,8.89,us,prospective_user,iOS,
6859,-4255036127610775064,user,Etats-Unis,en,3,8,13,0,0,0.0,14,0,F,2,mrs,True,False,True,True,374,3202,106.73,8.89,us,prospective_user,iOS,
6862,4506416270441150495,user,Canada,en,3,8,18,0,0,0.0,0,0,F,2,mrs,True,False,True,True,631,3202,106.73,8.89,ca,prospective_user,iOS,
6878,4035710107414729933,user,Etats-Unis,en,3,8,1,0,0,0.0,2,0,M,1,mr,False,False,False,True,393,3202,106.73,8.89,us,prospective_user,Browser,
6881,2992670894564145901,user,Canada,en,3,8,24,0,0,0.0,6,0,F,2,mrs,True,False,True,True,36,3202,106.73,8.89,ca,prospective_user,iOS,
6888,2022360925951078559,user,Singapour,en,4,12,13,0,0,0.0,37,0,F,2,mrs,True,False,True,True,11,3202,106.73,8.89,sg,prospective_user,iOS,
6891,5581730677834886697,user,Mexique,es,4,8,1,0,0,0.0,3,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,mx,prospective_user,Browser,
6896,1975675718816395616,user,Italie,it,3,8,1,0,0,0.0,1,0,F,2,mrs,True,False,True,True,699,3202,106.73,8.89,it,prospective_user,iOS,
6900,-2852124749098847017,user,Canada,en,3,8,30,0,0,0.0,2,0,F,2,mrs,False,False,False,True,52,3202,106.73,8.89,ca,prospective_user,Browser,
6907,-737821481378688237,user,Chili,es,3,8,5,0,0,0.0,0,0,F,2,mrs,True,False,True,True,672,3202,106.73,8.89,cl,prospective_user,iOS,
6908,-5594270167113944424,user,Etats-Unis,en,3,8,0,0,0,0.0,4,0,F,2,mrs,True,False,True,True,677,3202,106.73,8.89,us,prospective_user,iOS,
6914,5881863141429437503,user,Etats-Unis,en,3,8,77,0,0,0.0,0,0,F,2,mrs,True,False,True,True,33,3202,106.73,8.89,us,prospective_user,iOS,
6915,-7771426908262894386,user,France,fr,3,8,0,1,0,0.0,0,0,M,1,mr,True,False,True,True,127,3202,106.73,8.89,fr,prospective_user,iOS,
6919,5108580125431161604,user,France,en,4,8,19,0,0,0.0,0,0,F,2,mrs,True,False,True,True,243,3202,106.73,8.89,fr,prospective_user,iOS,
6930,7089378469231939057,user,Taiwan,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,tw,prospective_user,Browser,
6943,5106580666657612790,user,Italie,it,4,8,6,0,0,0.0,51,0,F,2,mrs,False,False,False,True,261,3202,106.73,8.89,it,prospective_user,Browser,
6956,-2983242608405852890,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,692,3202,106.73,8.89,us,prospective_user,Browser,
6957,2874293466612246814,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us,prospective_user,Browser,
6967,-4785417270816070709,user,Australie,en,3,8,9,0,0,0.0,1,0,F,2,mrs,False,False,False,True,464,3202,106.73,8.89,au,prospective_user,Browser,
6982,7077256531533208342,user,Bahreïn,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,26,3202,106.73,8.89,bh,prospective_user,Browser,
6990,5738821814251070904,user,Canada,en,3,8,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,579,3202,106.73,8.89,ca,prospective_user,Browser,
7000,-6135520611302275426,user,Canada,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,200,3202,106.73,8.89,ca,prospective_user,Browser,
7002,4682920779238763842,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,103,3202,106.73,8.89,us,prospective_user,iOS,
7004,4059574247083804499,user,Italie,it,3,8,12,0,0,0.0,9,0,F,2,mrs,True,True,False,True,215,3202,106.73,8.89,it,prospective_user,Android,
7006,-2692939840691568307,user,Canada,en,3,8,65,0,0,0.0,1,0,F,2,mrs,True,False,True,True,41,3202,106.73,8.89,ca,prospective_user,iOS,
7008,-3906073714790837270,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,561,3202,106.73,8.89,us,prospective_user,iOS,
7027,5083579584000182789,user,Etats-Unis,fr,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,37,3202,106.73,8.89,us,prospective_user,Browser,
7029,5869963665408429518,user,Allemagne,de,3,8,36,0,0,0.0,0,0,M,1,mr,True,False,True,True,695,3202,106.73,8.89,de,prospective_user,iOS,
7045,9206227368220224540,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,697,3202,106.73,8.89,us,prospective_user,iOS,
7047,-743539578208248887,user,Canada,en,26,10,27,0,0,0.0,12,0,F,2,mrs,True,False,True,False,13,3202,106.73,8.89,ca,prospective_user,iOS,
7060,1104707081835181174,user,Etats-Unis,en,3,8,8,0,0,0.0,0,0,F,2,mrs,False,False,False,True,15,3202,106.73,8.89,us,prospective_user,Browser,
7061,-6170192571229153802,user,Etats-Unis,en,3,8,0,0,0,0.0,3,0,F,2,mrs,False,False,False,True,671,3202,106.73,8.89,us,prospective_user,Browser,
7063,3189521887243668040,user,Etats-Unis,en,3,8,2,0,0,0.0,1,0,F,2,mrs,False,False,False,True,623,3202,106.73,8.89,us,prospective_user,Browser,
7064,-7757845992990350803,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,697,3202,106.73,8.89,us,prospective_user,iOS,
7075,-4773376420628292304,user,Canada,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,ca,prospective_user,Browser,
7091,7569744495810640254,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us,prospective_user,Browser,
7092,-5506736351181664004,user,Etats-Unis,en,4,8,36,0,0,0.0,0,0,F,2,mrs,True,False,True,True,358,3202,106.73,8.89,us,prospective_user,iOS,
7099,-8415394203687505544,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,411,3202,106.73,8.89,us,prospective_user,Browser,
7100,-2663820334257136912,user,Etats-Unis,en,3,8,0,0,0,0.0,4,0,F,2,mrs,False,False,False,True,700,3202,106.73,8.89,us,prospective_user,Browser,
7112,-5439613092636536998,user,Etats-Unis,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,90,3202,106.73,8.89,us,prospective_user,Browser,
7133,-7318890067190264866,user,Etats-Unis,en,4,8,0,0,0,0.0,5,0,F,2,mrs,False,False,False,True,505,3202,106.73,8.89,us,prospective_user,Browser,
7135,-2623192841720795647,user,France,fr,4,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,77,3202,106.73,8.89,fr,prospective_user,Browser,
7138,8981682606215061275,user,Suède,en,5,8,43,0,0,0.0,7,0,F,2,mrs,True,False,True,True,400,3202,106.73,8.89,se,prospective_user,iOS,
7141,-1229695507349953733,user,Etats-Unis,en,4,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,163,3202,106.73,8.89,us,prospective_user,Browser,
7143,-6863800858443756151,user,Danemark,en,3,8,9,0,0,0.0,0,0,F,2,mrs,True,False,True,True,105,3202,106.73,8.89,dk,prospective_user,iOS,
7149,5594618573739506133,user,Etats-Unis,en,4,0,0,0,0,0.0,26,0,F,2,mrs,False,False,False,True,21,3202,106.73,8.89,us,prospective_user,Browser,
7160,-1847680190008265527,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us,prospective_user,Browser,
7168,8285382699704037477,user,Allemagne,de,18,11,491,0,0,0.0,44,0,F,2,mrs,True,False,True,True,329,3202,106.73,8.89,de,prospective_user,iOS,
7169,6019273405526723771,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,665,3202,106.73,8.89,us,prospective_user,Browser,
7184,-3110035988077591732,user,Espagne,es,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,es,prospective_user,Browser,
7185,-6656308369769422765,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us,prospective_user,Browser,
7188,456167085619556419,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,153,3202,106.73,8.89,gb,prospective_user,Browser,
7190,-3278499362120693936,user,Belgique,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,be,prospective_user,iOS,
7191,9122347344854338520,user,Chine,en,3,8,7,0,0,0.0,0,0,F,2,mrs,False,False,False,True,274,3202,106.73,8.89,cn,prospective_user,Browser,
7193,-6662467691051258060,user,Italie,it,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,it,prospective_user,iOS,
7194,1799765360088758432,user,Finlande,en,3,8,10,0,0,0.0,1,0,F,2,mrs,False,False,False,True,40,3202,106.73,8.89,fi,prospective_user,Browser,
7196,-6831113760545744444,user,France,fr,3,9,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,543,3202,106.73,8.89,fr,prospective_user,Android,
7198,-5041673079899382713,user,Hong Kong,en,20,8,19,0,0,0.0,1,0,M,1,mr,True,False,True,False,83,3202,106.73,8.89,hk,prospective_user,iOS,
7199,8832726578399733262,user,Danemark,en,6,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,705,3202,106.73,8.89,dk,prospective_user,Browser,
7200,468258708865204427,user,Australie,en,3,8,8,0,0,0.0,0,0,M,1,mr,True,False,True,True,20,3202,106.73,8.89,au,prospective_user,iOS,
